idx,rank,player,war
26,81,Rafael Palmeiro,71.8
26,82,John Smoltz,71.5
26,83,Rick Reuschel,71.3
26,84,Jim Palmer,71.1
26,85,Johnny Mize,71.0
26,86,Red Faber,71.0
26,87,Bobby Grich,70.9
26,88,Carlton Fisk,70.8
26,89,Kevin Brown,70.6
26,90,Frankie Frisch,70.5
26,91,Barry Larkin,70.5
26,92,Don Sutton,70.5
26,93,Scott Rolen,70.3
26,94,Manny Ramirez,70.3
26,95,Gary Carter,70.2
26,96,Al Simmons,70.1
26,97,Carl Hubbell,69.9
26,98,Eddie Murray,69.8
26,99,Ivan Rodriguez,69.8
26,100,Bob Feller,69.7
